BIL,State,Education District,School Level,Type of School,School Code,School Name,Correspondence Address,Poscode,City,Urban/Rural,Gov/Gov Aided,Enrollment,N. of Teachers,PreSchool,Integration,X Cood,Y Cood,Student:Teacher Ratio
8444,Sabah,Ppd Beaufort,Rendah,SK,XCA6050,Sekolah Kebangsaan St.John,Peti Surat 150,89807,Beaufort,Luar Bandar,Bantuan Kerajaan,255.0,26.0,Tiada,Tiada,115.74887,5.34093,9.808
8445,Sabah,Ppd Beaufort,Rendah,SK,XCA6055,Sekolah Kebangsaan St Paul,Peti Surat 54,89807,Beaufort,Luar Bandar,Bantuan Kerajaan,261.0,25.0,Tiada,Tiada,115.74344,5.34802,10.44
8446,Sabah,Ppd Beaufort,Rendah,SK,XCA6101,Sekolah Kebangsaan St Patrick,Peti Surat 31,89727,Membakut,Luar Bandar,Bantuan Kerajaan,209.0,22.0,Ada,Tiada,115.80033,5.478,9.5
8447,Sabah,Ppd Kuala Penyu,Rendah,SK,XCA6320,Sekolah Kebangsaan St. Augustine,Peti Surat 15,89747,Kuala Penyu,Luar Bandar,Bantuan Kerajaan,25.0,11.0,Tiada,Tiada,115.55698,5.54539,2.273
8448,Sabah,Ppd Kuala Penyu,Rendah,SK,XCA6321,Sekolah Kebangsaan St Joseph,Peti Surat 14,89747,Kuala Penyu,Luar Bandar,Bantuan Kerajaan,110.0,13.0,Tiada,Tiada,115.58918,5.57555,8.462
8449,Sabah,Ppd Kuala Penyu,Rendah,SK,XCA6322,Sekolah Kebangsaan St. Peter Bundu,Peti Surat 108,89747,Kuala Penyu,Luar Bandar,Bantuan Kerajaan,232.0,21.0,Ada,Tiada,115.56952,5.50567,11.048
8450,Sabah,Ppd Kuala Penyu,Rendah,SK,XCA6324,Sekolah Kebangsaan St. Stephen,Peti Surat 20,89747,Kuala Penyu,Luar Bandar,Bantuan Kerajaan,68.0,12.0,Ada,Tiada,115.61192,5.60582,5.667
8451,Sabah,Ppd Keningau,Rendah,SJKC,XCC1049,Sekolah Jenis Kebangsaan (Cina) Yuk Kong,P.O Box 58,89007,Keningau,Luar Bandar,Bantuan Kerajaan,594.0,38.0,Ada,Tiada,116.12134,5.3236,15.632
8452,Sabah,Ppd Keningau,Rendah,SJKC,XCC1050,Sekolah Jenis Kebangsaan (Cina) Yuk Yin,Peti Surat 16,89007,Keningau,Luar Bandar,Bantuan Kerajaan,1387.0,66.0,Tiada,Tiada,116.16626,5.33901,21.015
8453,Sabah,Ppd Tambunan,Rendah,SJKC,XCC1222,Sekolah Jenis Kebangsaan (Cina) Yuh Min,Peti Surat 12,89657,Tambunan,Luar Bandar,Bantuan Kerajaan,370.0,24.0,Tiada,Tiada,116.36381,5.66821,15.417
8454,Sabah,Ppd Tenom,Rendah,SJKC,XCC1303,Sekolah Jenis Kebangsaan (Cina) Chi Vun Entabuan,Peti Surat 171,89908,Tenom,Luar Bandar,Bantuan Kerajaan,65.0,12.0,Ada,Tiada,115.97944,5.1173,5.417
8455,Sabah,Ppd Tenom,Rendah,SJKC,XCC1304,Sekolah Jenis Kebangsaan (Cina) Yuk Hwa,Peti Surat 126,89907,Tenom,Luar Bandar,Bantuan Kerajaan,213.0,20.0,Ada,Tiada,115.92003,4.96424,10.65
8456,Sabah,Ppd Tenom,Rendah,SJKC,XCC1305,Sekolah Jenis Kebangsaan (Cina) Chung Hwa,Peti Surat 106,89907,Tenom,Luar Bandar,Bantuan Kerajaan,281.0,25.0,Ada,Tiada,115.94549,5.12649,11.24
8457,Sabah,Ppd Tenom,Rendah,SJKC,XCC1315,Sekolah Jenis Kebangsaan (Cina) Kong Min,Peti Surat 44,89907,Tenom,Luar Bandar,Bantuan Kerajaan,132.0,17.0,Ada,Tiada,115.95906,5.16526,7.765
8458,Sabah,Ppd Tenom,Rendah,SJKC,XCC1324,Sekolah Jenis Kebangsaan (Cina) Pada,Peti Surat 139,89907,Tenom,Luar Bandar,Bantuan Kerajaan,55.0,13.0,Ada,Tiada,115.94057,5.01593,4.231
8459,Sabah,Ppd Tenom,Rendah,SJKC,XCC1327,Sekolah Jenis Kebangsaan (Cina) Phui Ying,Peti Surat 81,89907,Tenom,Luar Bandar,Bantuan Kerajaan,47.0,11.0,Tiada,Tiada,115.97511,5.19196,4.273
8460,Sabah,Ppd Tenom,Rendah,SJKC,XCC1341,Sekolah Jenis Kebangsaan (Cina) Vun Shin,Peti Surat 161,89908,Tenom,Luar Bandar,Bantuan Kerajaan,67.0,12.0,Tiada,Tiada,115.99603,5.24299,5.583
8461,Sabah,Ppd Tenom,Rendah,SJKC,XCC1342,Sekolah Jenis Kebangsaan (Cina) Yuk Nam,Peti Surat 62,89907,Tenom,Luar Bandar,Bantuan Kerajaan,67.0,12.0,Tiada,Tiada,115.92168,5.00648,5.583
8462,Sabah,Ppd Tenom,Rendah,SJKC,XCC1343,Sekolah Jenis Kebangsaan (Cina) Yuk Syn,Peti Surat 185,89908,Tenom,Luar Bandar,Bantuan Kerajaan,25.0,10.0,Ada,Tiada,115.932567,5.0259,2.5
8463,Sabah,Ppd Tenom,Rendah,SJKC,XCC1346,Sekolah Jenis Kebangsaan (Cina) Tsi Sin,Peti Surat 321,89908,Tenom,Luar Bandar,Bantuan Kerajaan,238.0,18.0,Ada,Tiada,115.93755,5.10817,13.222
8464,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2006,Sekolah Jenis Kebangsaan (Cina) Chi Hwa,Peti Surat 118,90701,Sandakan,Bandar,Bantuan Kerajaan,825.0,62.0,Tiada,Tiada,118.11188,5.85784,13.306
8465,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2013,Sekolah Jenis Kebangsaan (Cina) Lok Yuk,Peti Surat 269,90703,Sandakan,Bandar,Bantuan Kerajaan,119.0,13.0,Tiada,Tiada,118.0794,5.83052,9.154
8466,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2016,Sekolah Jenis Kebangsaan (Cina) Ming Chung,Mail Bag 35,90009,Sandakan,Luar Bandar,Bantuan Kerajaan,181.0,16.0,Tiada,Tiada,117.94989,5.88965,11.312
8467,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2020,Sekolah Jenis Kebangsaan (Cina) Pea Wha,Peti Surat No. 2,90700,Sandakan,Bandar,Bantuan Kerajaan,180.0,18.0,Tiada,Tiada,117.97752,5.8877,10.0
8468,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2022,Sekolah Jenis Kebangsaan (Cina) Pei Ying,Peti Surat 99,90701,Sandakan,Bandar,Bantuan Kerajaan,202.0,24.0,Tiada,Tiada,118.08318,5.83059,8.417
8469,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2023,Sekolah Jenis Kebangsaan (Cina) Pui Gin,Peti Surat 490,90705,Sandakan,Bandar,Bantuan Kerajaan,873.0,48.0,Tiada,Tiada,118.05988,5.89241,18.188
8470,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2056,Sekolah Jenis Kebangsaan (Cina) Syn Hua,Peti Surat 368,90704,Sandakan,Bandar,Bantuan Kerajaan,654.0,47.0,Tiada,Tiada,118.03064,5.88332,13.915
8471,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2058,Sekolah Jenis Kebangsaan (Cina) Tai Tong,Peti Surat 403,90704,Sandakan,Luar Bandar,Bantuan Kerajaan,523.0,39.0,Tiada,Tiada,118.03958,5.84321,13.41
8472,Sabah,Ppd Sandakan,Rendah,SJKC,XCC2063,Sekolah Jenis Kebangsaan (Cina) Yuk Choi,Peti Surat 244,90702,Sandakan,Bandar,Bantuan Kerajaan,529.0,33.0,Tiada,Tiada,118.07163,5.84732,16.03
8473,Sabah,Ppd Tawau,Rendah,SJKC,XCC3012,Sekolah Jenis Kebangsaan (Cina) Chung Hwa,Peti Surat 143,91007,Tawau,Bandar,Bantuan Kerajaan,337.0,27.0,Tiada,Tiada,117.95973,4.25531,12.481
8474,Sabah,Ppd Tawau,Rendah,SJKC,XCC3014,Sekolah Jenis Kebangsaan (Cina) Hing Hwa,Peti Surat 142,91007,Tawau,Bandar,Bantuan Kerajaan,696.0,46.0,Tiada,Tiada,117.90423,4.27046,15.13
8475,Sabah,Ppd Tawau,Rendah,SJKC,XCC3026,Sekolah Jenis Kebangsaan (Cina) Kung Ming,Peti Surat 207,91007,Tawau,Bandar,Bantuan Kerajaan,385.0,26.0,Tiada,Tiada,117.92686,4.25892,14.808
8476,Sabah,Ppd Tawau,Rendah,SJKC,XCC3027,Sekolah Jenis Kebangsaan (Cina) Kuok Ming,Peti Surat 196,91007,Tawau,Bandar,Bantuan Kerajaan,249.0,25.0,Tiada,Tiada,117.8797,4.29459,9.96
8477,Sabah,Ppd Tawau,Rendah,SJKC,XCC3034,Sekolah Jenis Kebangsaan (Cina) Phui Yuk,Peti Surat 328,91007,Tawau,Luar Bandar,Bantuan Kerajaan,89.0,16.0,Tiada,Tiada,117.88229,4.35255,5.562
8478,Sabah,Ppd Tawau,Rendah,SJKC,XCC3041,Sekolah Jenis Kebangsaan (Cina) Sin Hwa,Peti Surat 17,91007,Tawau,Bandar,Bantuan Kerajaan,866.0,66.0,Tiada,Tiada,117.88444,4.24639,13.121
8479,Sabah,Ppd Tawau,Rendah,SJKC,XCC3057,Sekolah Jenis Kebangsaan (Cina) Yuk Chin,Peti Surat 84,91007,Tawau,Bandar,Bantuan Kerajaan,1193.0,86.0,Tiada,Tiada,117.88946,4.27556,13.872
8480,Sabah,Ppd Lahad Datu,Rendah,SJKC,XCC3104,Sekolah Jenis Kebangsaan (Cina) Chee Vun,Peti Surat 60079,91110,Lahad Datu,Bandar,Bantuan Kerajaan,392.0,26.0,Tiada,Tiada,118.33824,5.0302,15.077
8481,Sabah,Ppd Lahad Datu,Rendah,SJKC,XCC3109,Sekolah Jenis Kebangsaan (Cina) Kiau Shing,Peti Surat 60085,91110,Lahad Datu,Luar Bandar,Bantuan Kerajaan,81.0,13.0,Ada,Tiada,118.2924,5.07534,6.231
8482,Sabah,Ppd Lahad Datu,Rendah,SJKC,XCC3124,Sekolah Jenis Kebangsaan (Cina) Siew Ching,Peti Surat 60018,91110,Lahad Datu,Bandar,Bantuan Kerajaan,560.0,37.0,Tiada,Tiada,118.33049,5.02743,15.135
8483,Sabah,Ppd Lahad Datu,Rendah,SJKC,XCC3125,Sekolah Jenis Kebangsaan (Cina) Sin Wah,Peti Surat 60117,91110,Lahad Datu,Luar Bandar,Bantuan Kerajaan,198.0,18.0,Ada,Tiada,118.39524,5.03698,11.0
8484,Sabah,Ppd Lahad Datu,Rendah,SJKC,XCC3134,Sekolah Jenis Kebangsaan (Cina) Yuk Choi,Peti Surat 60098,91110,Lahad Datu,Bandar,Bantuan Kerajaan,632.0,34.0,Tiada,Tiada,118.29838,5.04407,18.588
8485,Sabah,Ppd Kunak,Rendah,SJKC,XCC3201,Sekolah Jenis Kebangsaan (Cina) Pai Sheng,Peti Surat 20,91207,Kunak,Luar Bandar,Bantuan Kerajaan,158.0,16.0,Tiada,Tiada,118.24547,4.68298,9.875
8486,Sabah,Ppd Semporna,Rendah,SJKC,XCC3311,Sekolah Jenis Kebangsaan (Cina) Nyuk Hwa,Peti Surat 24,91307,Semporna,Bandar,Bantuan Kerajaan,268.0,26.0,Tiada,Tiada,118.60496,4.47273,10.308
8487,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4001,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Likas,Peti Surat 4,89400,Likas,Bandar,Bantuan Kerajaan,1603.0,86.0,Tiada,Tiada,116.10383,5.9874,18.64
8488,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4006,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Kg Air K Kinabalu,Peti Surat 10215,88802,Kota Kinabalu,Bandar,Bantuan Kerajaan,2139.0,90.0,Tiada,Tiada,116.0729,5.97457,23.767
8489,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4009,Sekolah Jenis Kebangsaan (Cina) Good Shepherd Menggatal,Peti Surat 12353,88826,Menggatal,Bandar,Bantuan Kerajaan,434.0,25.0,Tiada,Tiada,116.154,6.02297,17.36
8490,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4025,Sekolah Jenis Kebangsaan (Cina) Lok Yuk Likas,Peti Surat 282,88856,Kota Kinabalu,Bandar,Bantuan Kerajaan,632.0,41.0,Tiada,Tiada,116.10009,5.98678,15.415
8491,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4030,Sekolah Jenis Kebangsaan (Cina) Lok Yuk Menggatal,Peti Surat 10378,88804,Kota Kinabalu,Bandar,Bantuan Kerajaan,525.0,34.0,Tiada,Tiada,116.15368,6.02181,15.441
8492,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4044,Sekolah Jenis Kebangsaan (Cina) Shan Tao,Peti Surat 10026,88800,Kota Kinabalu,Bandar,Bantuan Kerajaan,1870.0,78.0,Tiada,Tiada,116.06764,5.94812,23.974
8493,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4052,Sekolah Jenis Kebangsaan (Cina) St James Kota Kinabalu,Peti Surat 10963,88100,Kota Kinabalu,Bandar,Bantuan Kerajaan,1259.0,57.0,Tiada,Tiada,116.10264,5.98389,22.088
8494,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4054,Sekolah Jenis Kebangsaan (Cina) St Peter Telipok,Peti Surat 275,88450,Kota Kinabalu,Luar Bandar,Bantuan Kerajaan,507.0,25.0,Tiada,Tiada,116.19493,6.08873,20.28
8495,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC4066,Sekolah Jenis Kebangsaan (Cina) Yick Nam,Peti Surat A-56,89357,Inanam,Bandar,Bantuan Kerajaan,964.0,44.0,Tiada,Tiada,116.13849,5.9906,21.909
8496,Sabah,Ppd Penampang,Rendah,SJKC,XCC4104,Sekolah Jenis Kebangsaan (Cina) Hwa Shiong,Peti Surat 11212,88813,Kota Kinabalu,Bandar,Bantuan Kerajaan,821.0,50.0,Tiada,Tiada,116.04939,5.89643,16.42
8497,Sabah,Ppd Penampang,Rendah,SJKC,XCC4124,Sekolah Jenis Kebangsaan (Cina) Yue Min,Peti Surat 13,89507,Penampang,Bandar,Bantuan Kerajaan,1261.0,66.0,Ada,Tiada,116.09961,5.91855,19.106
8498,Sabah,Ppd Papar,Rendah,SJKC,XCC4202,Sekolah Jenis Kebangsaan (Cina) Anglo Chinese,1/4 Km Jalan Baru Papar,89600,Papar,Bandar,Bantuan Kerajaan,124.0,13.0,Tiada,Tiada,115.93353,5.73233,9.538
8499,Sabah,Ppd Papar,Rendah,SJKC,XCC4211,Sekolah Jenis Kebangsaan (Cina) Cheng Hwa,Peti Surat 27,89607,Papar,Bandar,Bantuan Kerajaan,338.0,27.0,Tiada,Tiada,115.93332,5.73555,12.519
8500,Sabah,Ppd Papar,Rendah,SJKC,XCC4212,Sekolah Jenis Kebangsaan (Cina) Cheng Ming,P.O.Box 85,89608,Papar,Luar Bandar,Bantuan Kerajaan,81.0,12.0,Ada,Tiada,115.95743,5.56787,6.75
8501,Sabah,Ppd Papar,Rendah,SJKC,XCC4216,Sekolah Jenis Kebangsaan (Cina) Hwa Yin Rampazan,Peti Surat 118,89608,Papar,Luar Bandar,Bantuan Kerajaan,70.0,13.0,Ada,Tiada,115.97534,5.69825,5.385
8502,Sabah,Ppd Papar,Rendah,SJKC,XCC4225,Sekolah Jenis Kebangsaan (Cina) Kin Kiau,Peti Surat 328,89608,Papar,Luar Bandar,Bantuan Kerajaan,401.0,27.0,Tiada,Tiada,116.04418,5.82278,14.852
8503,Sabah,Ppd Papar,Rendah,SJKC,XCC4248,Sekolah Jenis Kebangsaan (Cina) Sen Ming,Peti Surat 128,89608,Papar,Luar Bandar,Bantuan Kerajaan,23.0,9.0,Tiada,Tiada,115.95853,5.63588,2.556
8504,Sabah,Ppd Papar,Rendah,SJKC,XCC4251,Sekolah Jenis Kebangsaan (Cina) St Joseph,Peti Surat 150,89608,Papar,Bandar,Bantuan Kerajaan,392.0,25.0,Tiada,Tiada,115.93028,5.73037,15.68
8505,Sabah,Ppd Papar,Rendah,SJKC,XCC4258,Sekolah Jenis Kebangsaan (Cina) Tung Shan,Peti Surat 169,89608,Papar,Luar Bandar,Bantuan Kerajaan,163.0,15.0,Ada,Tiada,116.01373,5.6894,10.867
8506,Sabah,Ppd Tuaran,Rendah,SJKC,XCC4309,Sekolah Jenis Kebangsaan (Cina) Chen Sin,Peti Surat 1,89207,Tuaran,Luar Bandar,Bantuan Kerajaan,617.0,34.0,Tiada,Tiada,116.22829,6.17526,18.147
8507,Sabah,Ppd Tuaran,Rendah,SJKC,XCC4323,Sekolah Jenis Kebangsaan (Cina) Kok Wah Talibong,Peti Surat 69,89207,Tuaran,Luar Bandar,Bantuan Kerajaan,134.0,14.0,Ada,Tiada,116.231,6.11415,9.571
8508,Sabah,Ppd Tuaran,Rendah,SJKC,XCC4403,Sekolah Jenis Kebangsaan (Cina) St Phillip,Peti Surat 61,89257,Tamparuli,Luar Bandar,Bantuan Kerajaan,210.0,18.0,Tiada,Tiada,116.26413,6.13729,11.667
8509,Sabah,Ppd Tuaran,Rendah,SJKC,XCC4404,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Tamparuli,Peti Surat 77,89257,Tamparuli,Luar Bandar,Bantuan Kerajaan,365.0,26.0,Tiada,Tiada,116.26922,6.13702,14.038
8510,Sabah,Ppd Tuaran,Rendah,SJKC,XCC4412,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Tenghilan,Peti Surat 594,89208,Tuaran,Luar Bandar,Bantuan Kerajaan,145.0,14.0,Ada,Tiada,116.3353,6.25765,10.357
8511,Sabah,Ppd Kudat,Rendah,SJKC,XCC5012,Sekolah Jenis Kebangsaan (Cina) Hwa Lian,Peti Surat 47,89057,Kudat,Luar Bandar,Bantuan Kerajaan,161.0,14.0,Tiada,Tiada,116.84685,6.8913,11.5
8512,Sabah,Ppd Kudat,Rendah,SJKC,XCC5031,Sekolah Jenis Kebangsaan (Cina) Lok Yuk Pinangsoo Kudat,Peti Surat 99,89057,Kudat,Luar Bandar,Bantuan Kerajaan,104.0,13.0,Ada,Tiada,116.81737,6.93018,8.0
8513,Sabah,Ppd Kudat,Rendah,SJKC,XCC5034,Sekolah Jenis Kebangsaan (Cina) Lok Yuk Batu 1 Kudat,Peti Surat 67,89057,Kudat,Luar Bandar,Bantuan Kerajaan,152.0,15.0,Tiada,Tiada,116.84656,6.89063,10.133
8514,Sabah,Ppd Kudat,Rendah,SJKC,XCC5042,Sekolah Jenis Kebangsaan (Cina) Our Lady Immaculate Kudat,Peti Surat 136,89057,Kudat,Luar Bandar,Bantuan Kerajaan,119.0,13.0,Ada,Tiada,116.75565,6.91684,9.154
8515,Sabah,Ppd Kudat,Rendah,SJKC,XCC5052,Sekolah Jenis Kebangsaan (Cina) Sacred Heart Tajau Kudat,Peti Surat 135,89057,Kudat,Luar Bandar,Bantuan Kerajaan,123.0,14.0,Ada,Tiada,116.76283,6.93725,8.786
8516,Sabah,Ppd Kudat,Rendah,SJKC,XCC5065,Sekolah Jenis Kebangsaan (Cina) St Peter,Peti Surat 349,89058,Kudat,Luar Bandar,Bantuan Kerajaan,185.0,15.0,Tiada,Tiada,116.85406,6.89594,12.333
8517,Sabah,Ppd Kudat,Rendah,SJKC,XCC5080,Sekolah Jenis Kebangsaan (Cina) Yuk Hwa Temalang,Peti Surat 43,89057,Kudat,Luar Bandar,Bantuan Kerajaan,25.0,9.0,Tiada,Tiada,116.78215,6.90259,2.778
8518,Sabah,Ppd Kota Marudu,Rendah,SJKC,XCC5122,Sekolah Jenis Kebangsaan (Cina) Khoi Ming,Peti Surat 34,89107,Kota Marudu,Luar Bandar,Bantuan Kerajaan,681.0,38.0,Tiada,Tiada,116.75478,6.51942,17.921
8519,Sabah,Ppd Kota Belud,Rendah,SJKC,XCC5305,Sekolah Jenis Kebangsaan (Cina) Chung Hwa,Peti Surat 14,89157,Kota Belud,Luar Bandar,Bantuan Kerajaan,551.0,38.0,Tiada,Tiada,116.42723,6.35665,14.5
8520,Sabah,Ppd Ranau,Rendah,SJKC,XCC5429,Sekolah Jenis Kebangsaan (Cina) Pai Wen,Peti Surat 9,89307,Ranau,Luar Bandar,Bantuan Kerajaan,425.0,26.0,Tiada,Tiada,116.66506,5.94896,16.346
8521,Sabah,Ppd Kota Kinabalu,Rendah,SJKC,XCC6008,Sekolah Jenis Kebangsaan (Cina) Che Hwa,Jln Lintas Kelombong,88450,Kota Kinabalu,Luar Bandar,Bantuan Kerajaan,565.0,27.0,Tiada,Tiada,116.11535,5.98695,20.926
8522,Sabah,Ppd Beaufort,Rendah,SJKC,XCC6027,Sekolah Jenis Kebangsaan (Cina) Kung Ming (1),Peti Surat 5,89807,Beaufort,Luar Bandar,Bantuan Kerajaan,613.0,37.0,Tiada,Tiada,115.74475,5.34669,16.568
8523,Sabah,Ppd Beaufort,Rendah,SJKC,XCC6030,Sekolah Jenis Kebangsaan (Cina) Lian Hwa,Peti Surat 379,89808,Beaufort,Luar Bandar,Bantuan Kerajaan,67.0,9.0,Tiada,Tiada,115.66662,5.42138,7.444
8524,Sabah,Ppd Beaufort,Rendah,SJKC,XCC6101,Sekolah Jenis Kebangsaan (Cina) Pei Yin,Peti Surt 20,89727,Membakut,Luar Bandar,Bantuan Kerajaan,183.0,19.0,Tiada,Tiada,115.7971,5.47159,9.632
8525,Sabah,Ppd Papar,Rendah,SJKC,XCC6102,Sekolah Jenis Kebangsaan (Cina) Bong Hwa,Peti Surat 28,89700,Bongawan,Luar Bandar,Bantuan Kerajaan,87.0,13.0,Ada,Tiada,115.85403,5.53703,6.692
8526,Sabah,Ppd Sipitang,Rendah,SJKC,XCC6202,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Sipitang,Peti Surat 65,89857,Sipitang,Luar Bandar,Bantuan Kerajaan,237.0,24.0,Tiada,Tiada,115.55139,5.07769,9.875
8527,Sabah,Ppd Sipitang,Rendah,SJKC,XCC6203,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Mesapol,Peti Surat 17,89857,Sipitang,Luar Bandar,Bantuan Kerajaan,141.0,15.0,Ada,Tiada,115.59059,5.11063,9.4
8528,Sabah,Ppd Sipitang,Rendah,SJKC,XCC6218,Sekolah Jenis Kebangsaan (Cina) Sin Boon Sindumin,Peti Surat 67,89857,Sipitang,Luar Bandar,Bantuan Kerajaan,45.0,11.0,Tiada,Tiada,115.50911,4.96423,4.091
8529,Sabah,Ppd Kuala Penyu,Rendah,SJKC,XCC6303,Sekolah Jenis Kebangsaan (Cina) Chung Hwa,Peti Surat 16,89747,Kuala Penyu,Luar Bandar,Bantuan Kerajaan,196.0,12.0,Ada,Tiada,115.59655,5.57352,16.333
8530,Sabah,Ppd Kuala Penyu,Rendah,SJKC,XCC6318,Sekolah Jenis Kebangsaan (Cina) Pui Hwa,Peti Surat 15,89767,Menumbok,Luar Bandar,Bantuan Kerajaan,58.0,13.0,Ada,Tiada,115.36969,5.30375,4.462
8531,Sabah,Ppd Semporna,Rendah,SR SABK,XCT3301,Sekolah Agama Tun Sakaran,Kompleks Inabah Kamal Peti Surat 322,91308,Semporna,Bandar,Bantuan Kerajaan,265.0,36.0,Ada,Tiada,118.618148,4.443403,7.361
8532,Sabah,Ppd Keningau,Menengah,SMK,XEA1001,Sekolah Menengah Kebangsaan Tulid,Peti Surat 1236,89008,Keningau,Luar Bandar,Kerajaan,763.0,50.0,Tiada,Tiada,116.42174,5.32624,15.26
8533,Sabah,Ppd Keningau,Menengah,SMK,XEA1057,Sekolah Menengah Kebangsaan Apin-Apin,Peti Surat 464,89008,Keningau,Luar Bandar,Kerajaan,824.0,67.0,Tiada,Ada,116.24785,5.44911,12.299
8534,Sabah,Ppd Keningau,Menengah,SMK,XEA1058,Sekolah Menengah Kebangsaan Keningau,Peti Surat 272,89008,Keningau,Luar Bandar,Kerajaan,1581.0,122.0,Tiada,Tiada,116.15419,5.31033,12.959
8535,Sabah,Ppd Keningau,Menengah,SMK,XEA1059,Sekolah Menengah Kebangsaan Keningau Ii,Peti Surat 1994,89008,Keningau,Luar Bandar,Kerajaan,1863.0,136.0,Tiada,Tiada,116.17987,5.36978,13.699
8536,Sabah,Ppd Keningau,Menengah,SMK,XEA1060,Sekolah Menengah Kebangsaan Sook,Peti Surat 1613,89008,Keningau,Luar Bandar,Kerajaan,1360.0,86.0,Tiada,Ada,116.30589,5.14997,15.814
8537,Sabah,Ppd Keningau,Menengah,SMK,XEA1061,Sekolah Menengah Kebangsaan Gunsanad Ii,Peti Surat 2085,89008,Keningau,Bandar,Kerajaan,1125.0,75.0,Tiada,Tiada,116.15519,5.34582,15.0
8538,Sabah,Ppd Pensiangan,Menengah,SMK,XEA1111,Sekolah Menengah Kebangsaan Nabawan,Peti Surat 68,89957,Nabawan,Luar Bandar,Kerajaan,1389.0,87.0,Tiada,Ada,116.43796,5.03791,15.966
8539,Sabah,Ppd Pensiangan,Menengah,SMK,XEA1112,Sekolah Menengah Kebangsaan Sepulot Nabawan,Peti Surat 53,89950,Nabawan,Luar Bandar,Kerajaan,732.0,58.0,Tiada,Ada,116.48237,4.70649,12.621
8540,Sabah,Ppd Pensiangan,Menengah,SMK,XEA1113,Sekolah Menengah Kebangsaan Nabawan Ii,Peti Surat 30,89957,Nabawan,Luar Bandar,Kerajaan,744.0,49.0,Tiada,Tiada,116.46382,5.00247,15.184
8541,Sabah,Ppd Tambunan,Menengah,SMK,XEA1219,Sekolah Menengah Kebangsaan Tambunan,Peti Surat 30,89657,Tambunan,Luar Bandar,Kerajaan,1368.0,111.0,Tiada,Tiada,116.40335,5.72253,12.324
8542,Sabah,Ppd Tambunan,Menengah,SMK,XEA1220,Sekolah Menengah Kebangsaan Nambayan,Peti Surat 72,89657,Tambunan,Luar Bandar,Kerajaan,950.0,89.0,Tiada,Ada,116.35075,5.65188,10.674
8543,Sabah,Ppd Tambunan,Menengah,SMK,XEA1221,Sekolah Menengah Kebangsaan Desa Wawasan,Peti Surat 322,89657,Tambunan,Luar Bandar,Kerajaan,221.0,32.0,Tiada,Tiada,116.49661,5.87433,6.906
8544,Sabah,Ppd Tenom,Menengah,SMK,XEA1222,Sekolah Menengah Kebangsaan Chinta Mata,Peti Surat 414,89909,Tenom,Luar Bandar,Kerajaan,404.0,36.0,Tiada,Tiada,115.941383,5.096167,11.222
8545,Sabah,Ppd Tenom,Menengah,SMK,XEA1345,Sekolah Menengah Kebangsaan Kemabong,Peti Surat 281,89908,Tenom,Luar Bandar,Kerajaan,1553.0,101.0,Tiada,Ada,115.91615,4.91466,15.376
8546,Sabah,Ppd Tenom,Menengah,SMK,XEA1346,Sekolah Menengah Kebangsaan Entabuan,Peti Surat 277,89908,Tenom,Luar Bandar,Kerajaan,847.0,60.0,Tiada,Ada,115.9773,5.11919,14.117
8547,Sabah,Ppd Sandakan,Menengah,SMK,XEA2071,Sekolah Menengah Kebangsaan Elopura,Peti Surat 1091,90712,Sandakan,Bandar,Kerajaan,1710.0,139.0,Tiada,Tiada,117.99287,5.88505,12.302
8548,Sabah,Ppd Sandakan,Menengah,SMK,XEA2072,Sekolah Menengah Kebangsaan Batu Sapi,Peti Surat 1760,90719,Sandakan,Bandar,Kerajaan,1798.0,107.0,Tiada,Tiada,118.06287,5.8139,16.804
8549,Sabah,Ppd Sandakan,Menengah,KT6,XEA2073,Kolej Tingkatan Enam Datuk Pengiran Galpam,Peti Surat 200,90307,Sandakan,Bandar,Kerajaan,618.0,85.0,Tiada,Tiada,118.10682,5.85381,7.271
