BIL,State,Education District,School Level,Type of School,School Code,School Name,Correspondence Address,Poscode,City,Urban/Rural,Gov/Gov Aided,Enrollment,N. of Teachers,PreSchool,Integration,X Cood,Y Cood,Student:Teacher Ratio
1,Perak,Ppd Batang Padang,Rendah,SK,ABA0001,Sekolah Kebangsaan Toh Tandewa Sakti,Jalan Kelab,35000,Tapah,Bandar,Kerajaan,447.0,41.0,Ada,Ada,101.255932,4.196633,10.902
2,Perak,Ppd Batang Padang,Rendah,SK,ABA0002,Sekolah Kebangsaan Pendita Za'Ba,Jalan Tapah Road,35400,Tapah Road,Bandar,Kerajaan,389.0,33.0,Ada,Tiada,101.2006171,4.178275806,11.788
3,Perak,Ppd Batang Padang,Rendah,SK,ABA0003,Sekolah Kebangsaan Banir,Banir,35400,Tapah Road,Bandar,Kerajaan,43.0,12.0,Ada,Tiada,101.181893,4.204361,3.583
4,Perak,Ppd Batang Padang,Rendah,SK,ABA0004,Sekolah Kebangsaan Temoh,Kampung Temoh Stesen,35350,Temoh,Bandar,Kerajaan,111.0,18.0,Ada,Tiada,101.1728194,4.235840515,6.167
5,Perak,Ppd Batang Padang,Rendah,SK,ABA0005,Sekolah Kebangsaan Chenderiang,Jalan Chenderiang,35300,Chenderiang,Luar Bandar,Kerajaan,179.0,19.0,Ada,Tiada,101.240556,4.26798,9.421
6,Perak,Ppd Batang Padang,Rendah,SK,ABA0006,Sekolah Kebangsaan Bidor,Jalan Sungkai,35500,Bidor,Bandar,Kerajaan,296.0,28.0,Ada,Tiada,101.2885528,4.107830073,10.571
7,Perak,Ppd Batang Padang,Rendah,SK,ABA0007,Sekolah Kebangsaan Kampong Poh,Kampong Poh,35500,Bidor,Luar Bandar,Kerajaan,96.0,13.0,Ada,Tiada,101.333928,4.087714,7.385
8,Perak,Ppd Batang Padang,Rendah,SK,ABA0008,Sekolah Kebangsaan Batu Tiga,Kampung Batu Tiga,35350,Temoh,Bandar,Kerajaan,211.0,21.0,Ada,Tiada,101.2275938,4.225044552,10.048
9,Perak,Ppd Batang Padang,Rendah,SK,ABA0009,Sekolah Kebangsaan Batu Melintang,Kampung Batu Melintang,35000,Tapah,Bandar,Kerajaan,121.0,13.0,Ada,Tiada,101.2849985,4.199232221,9.308
10,Perak,Ppd Batang Padang,Rendah,SK,ABA0010,Sekolah Kebangsaan Haji Hasan,Changkat Petai,35400,Tapah Road,Bandar,Kerajaan,247.0,27.0,Ada,Tiada,101.151,4.126494,9.148
11,Perak,Ppd Batang Padang,Rendah,SK,ABA0011,Sekolah Kebangsaan Sri Kinjang,Chenderiang,35300,Chenderiang,Luar Bandar,Kerajaan,188.0,20.0,Ada,Tiada,101.2466694,4.298925082,9.4
12,Perak,Ppd Batang Padang,Rendah,SK,ABA0012,Sekolah Kebangsaan Kampong Pahang,Jalan Pahang,35000,Tapah,Bandar,Kerajaan,130.0,18.0,Ada,Tiada,101.2906353,4.224791585,7.222
13,Perak,Ppd Batang Padang,Rendah,SK,ABA0013,Sekolah Kebangsaan Batu Tujuh,Jalan Pahang,35000,Tapah,Luar Bandar,Kerajaan,488.0,34.0,Ada,Tiada,101.318631,4.250268,14.353
14,Perak,Ppd Batang Padang,Rendah,SK,ABA0014,Sekolah Kebangsaan Jeram Mengkuang,"Batu 5, Jeram Mengkuang",35500,Bidor,Bandar,Kerajaan,56.0,12.0,Ada,Tiada,101.2414126,4.067267615,4.667
15,Perak,Ppd Batang Padang,Rendah,SK,ABA0015,Sekolah Kebangsaan Sungai Lesong,Kg Sungai Lesong,31950,Mambang Di Awan,Bandar,Kerajaan,275.0,30.0,Ada,Tiada,101.1454794,4.231541228,9.167
16,Perak,Ppd Batang Padang,Rendah,SK,ABA0016,Sekolah Kebangsaan Ayer Kuning,Air Kuning Kampar,31920,Kampar,Bandar,Kerajaan,177.0,23.0,Ada,Ada,101.1435608,4.194635174,7.696
17,Perak,Ppd Batang Padang,Rendah,SK,ABA0017,Sekolah Kebangsaan Batu Masjid,Kampong Batu Masjid,35350,Temoh,Bandar,Kerajaan,73.0,13.0,Ada,Tiada,101.200528,4.226201,5.615
18,Perak,Ppd Batang Padang,Rendah,SK,ABA0018,Sekolah Kebangsaan Sungkai,Sungkai,35600,Sungkai,Luar Bandar,Kerajaan,474.0,46.0,Ada,Ada,101.3097114,3.995430141,10.304
19,Perak,Ppd Batang Padang,Rendah,SK,ABA0019,Sekolah Kebangsaan Perlok,Jalan Menderang,35600,Sungkai,Luar Bandar,Kerajaan,169.0,19.0,Ada,Tiada,101.342328,4.010141999,8.895
20,Perak,Ppd Batang Padang,Rendah,SK,ABA0020,Sekolah Kebangsaan Bikam,Kampung Bikam,35600,Sungkai,Luar Bandar,Kerajaan,47.0,12.0,Ada,Tiada,101.2974278,4.044575075,3.917
21,Perak,Ppd Batang Padang,Rendah,SK,ABA0024,Sekolah Kebangsaan Changkat Sulaiman,Kg.Changkat Sulaiman,35600,Sungkai,Luar Bandar,Kerajaan,139.0,16.0,Ada,Tiada,101.2955891,3.971203177,8.688
22,Perak,Ppd Batang Padang,Rendah,SK,ABA0031,Sekolah Kebangsaan Felda Sungai Kelah,Felda Sungai Kelah,35600,Sungkai,Luar Bandar,Kerajaan,164.0,19.0,Ada,Tiada,101.3698264,3.989146238,8.632
23,Perak,Ppd Batang Padang,Rendah,SK,ABA0034,Sekolah Kebangsaan Batu 14,Jalan Pahang,35000,Tapah,Luar Bandar,Kerajaan,315.0,28.0,Ada,Tiada,101.32708,4.322859,11.25
24,Perak,Ppd Batang Padang,Rendah,SK,ABA0035,Sekolah Kebangsaan Besout 3,Felda Gunung Besout 3,35600,Sungkai,Luar Bandar,Kerajaan,239.0,28.0,Ada,Tiada,101.3003989,3.843797295,8.536
25,Perak,Ppd Batang Padang,Rendah,SK,ABA0110,Sekolah Kebangsaan Trolak Utara,Felda Trolak Utara,35600,Sungkai,Luar Bandar,Kerajaan,334.0,30.0,Ada,Tiada,101.3585782,3.950507367,11.133
26,Perak,Ppd Batang Padang,Rendah,SK,ABA0118,Sekolah Kebangsaan Trolak Selatan,Felda Trolak Selatan,35600,Sungkai,Luar Bandar,Kerajaan,355.0,32.0,Ada,Ada,101.3867882,3.919545422,11.094
27,Perak,Ppd Batang Padang,Rendah,SK,ABA0120,Sekolah Kebangsaan Seri Besout,Felda Gunung Besout 01,35600,Sungkai,Luar Bandar,Kerajaan,414.0,39.0,Ada,Ada,101.286544,3.847763,10.615
28,Perak,Ppd Batang Padang,Rendah,SK,ABA0125,Sekolah Kebangsaan Pos Gedong,Peti Surat 20,35500,Bidor,Luar Bandar,Kerajaan,81.0,12.0,Ada,Tiada,101.376862,4.170615,6.75
29,Perak,Ppd Batang Padang,Rendah,SK,ABA0126,Sekolah Kebangsaan Kampung Senta,Peti Surat 20,35500,Bidor,Luar Bandar,Kerajaan,87.0,11.0,Tiada,Tiada,101.330783,4.153609,7.909
30,Perak,Ppd Batang Padang,Rendah,SK,ABA0127,Sekolah Kebangsaan Pos Musuh Lz,Peti Surat 51,35000,Tapah,Luar Bandar,Kerajaan,58.0,11.0,Tiada,Tiada,101.335809,4.262299,5.273
31,Perak,Ppd Batang Padang,Rendah,SK,ABA0128,Sekolah Kebangsaan Jernang,"P/Surat 14, Pejabat Pos Sungkai",35600,Sungkai,Luar Bandar,Kerajaan,166.0,18.0,Ada,Tiada,101.419363,4.051292,9.222
32,Perak,Ppd Batang Padang,Rendah,SK,ABA0129,Sekolah Kebangsaan Tapah,Jalan Bidor Lama,35000,Tapah,Bandar,Kerajaan,138.0,20.0,Ada,Tiada,101.2679804,4.181659638,6.9
33,Perak,Ppd Batang Padang,Rendah,SK,ABA0130,Sekolah Kebangsaan Bidor 2,Jalan Teluk Intan,35500,Bidor,Bandar,Kerajaan,576.0,48.0,Ada,Ada,101.2769547,4.117048112,12.0
34,Perak,Ppd Manjung,Rendah,SK,ABA1001,Sekolah Kebangsaan Dendang,Kampung Dendang,32700,Beruas,Luar Bandar,Kerajaan,106.0,16.0,Ada,Tiada,100.8154582,4.502661886,6.625
35,Perak,Ppd Manjung,Rendah,SK,ABA1002,Sekolah Kebangsaan Beruas,Jalan Parit,32700,Beruas,Luar Bandar,Kerajaan,229.0,30.0,Ada,Tiada,100.786063,4.498995,7.633
36,Perak,Ppd Manjung,Rendah,SK,ABA1003,Sekolah Kebangsaan Kampung Kota,Jalan Sitiawan,32700,Beruas,Luar Bandar,Kerajaan,100.0,16.0,Ada,Tiada,100.7844878,4.479139195,6.25
37,Perak,Ppd Manjung,Rendah,SK,ABA1004,Sekolah Kebangsaan Gelong Gajah,Kampung  Kedah,32700,Beruas,Luar Bandar,Kerajaan,229.0,31.0,Ada,Ada,100.7784159,4.411288575,7.387
38,Perak,Ppd Manjung,Rendah,SK,ABA1005,Sekolah Kebangsaan Changkat Chermin,Changkat Chermin,32400,Ayer Tawar,Bandar,Kerajaan,82.0,18.0,Ada,Tiada,100.817463,4.348482,4.556
39,Perak,Ppd Manjung,Rendah,SK,ABA1006,Sekolah Kebangsaan Ayer Tawar,Jalan Ayer Tawar Pantai Remis,32400,Ayer Tawar,Bandar,Kerajaan,298.0,40.0,Ada,Ada,100.7730772,4.322562454,7.45
40,Perak,Ppd Manjung,Rendah,SK,ABA1007,Sekolah Kebangsaan Panchor,Jalan Pantai Remis Taiping,34900,Pantai Remis,Luar Bandar,Kerajaan,157.0,19.0,Ada,Tiada,100.65083,4.51905,8.263
41,Perak,Ppd Manjung,Rendah,SK,ABA1008,Sekolah Kebangsaan Pengkalan Baharu,Pengkalan Baharu,34900,Pantai Remis,Bandar,Kerajaan,312.0,37.0,Ada,Ada,100.634395,4.478546,8.432
42,Perak,Ppd Manjung,Rendah,SK,ABA1009,Sekolah Kebangsaan Sungai Batu,Kampung Sungai Batu,34900,Pantai Remis,Bandar,Kerajaan,371.0,32.0,Ada,Tiada,100.6254004,4.434292794,11.594
43,Perak,Ppd Manjung,Rendah,SK,ABA1010,Sekolah Kebangsaan Ladang Huntly,Ladang Huntly,32500,Changkat Keruing,Luar Bandar,Kerajaan,66.0,13.0,Ada,Tiada,100.6946224,4.415320157,5.077
44,Perak,Ppd Manjung,Rendah,SK,ABA1011,Sekolah Kebangsaan Segari,Jalan Pantai Remis Damar Laut,32200,Lumut,Luar Bandar,Kerajaan,117.0,14.0,Ada,Tiada,100.6253635,4.350092939,8.357
45,Perak,Ppd Manjung,Rendah,SK,ABA1012,Sekolah Kebangsaan Nakhoda Muhammad Taib,Batu 3 Segari,32200,Lumut,Luar Bandar,Kerajaan,217.0,25.0,Ada,Tiada,100.624957,4.278504,8.68
46,Perak,Ppd Manjung,Rendah,SK,ABA1013,Sekolah Kebangsaan Sungai Ramai,Kg. Sungai Ramai,32400,Ayer Tawar,Bandar,Kerajaan,24.0,8.0,Tiada,Tiada,100.744207,4.298834,3.0
47,Perak,Ppd Manjung,Rendah,SK,ABA1014,Sekolah Kebangsaan Sungai Wangi,Jalan Bruas,32400,Ayer Tawar,Bandar,Kerajaan,303.0,41.0,Ada,Ada,100.727487,4.26068,7.39
48,Perak,Ppd Manjung,Rendah,SK,ABA1015,Sekolah Kebangsaan Seri Selamat,Lorong Selamat,32000,Sitiawan,Bandar,Kerajaan,382.0,40.0,Ada,Ada,100.700283,4.213717345,9.55
49,Perak,Ppd Manjung,Rendah,SK,ABA1016,Sekolah Kebangsaan Sitiawan,Kampong Sitiawan,32000,Sitiawan,Bandar,Kerajaan,417.0,36.0,Ada,Ada,100.6899547,4.237376909,11.583
50,Perak,Ppd Manjung,Rendah,SK,ABA1017,Sekolah Kebangsaan Lekir,Batu 8,32020,Sitiawan,Bandar,Kerajaan,427.0,39.0,Tiada,Ada,100.7211418,4.147191074,10.949
51,Perak,Ppd Manjung,Rendah,SK,ABA1018,Sekolah Kebangsaan Muhammad Saman,Pasir Panjang Laut,32040,Seri Manjung,Bandar,Kerajaan,339.0,30.0,Ada,Tiada,100.689698,4.169197,11.3
52,Perak,Ppd Manjung,Rendah,SK,ABA1019,Sekolah Kebangsaan Batu Sepuluh,Lekir,32020,Sitiawan,Bandar,Kerajaan,476.0,37.0,Tiada,Tiada,100.717833,4.153824,12.865
53,Perak,Ppd Manjung,Rendah,SK,ABA1020,Sekolah Kebangsaan Sungai Tiram,Sungai Tiram,32020,Sitiawan,Luar Bandar,Kerajaan,253.0,25.0,Ada,Tiada,100.76602,4.10763,10.12
54,Perak,Ppd Manjung,Rendah,SK,ABA1021,Sekolah Kebangsaan Dato' Ishak,"Kampung Padang Tembak, Teluk Murok",32200,Lumut,Bandar,Kerajaan,426.0,35.0,Ada,Tiada,100.620306,4.208738,12.171
55,Perak,Ppd Manjung,Rendah,SK,ABA1022,Sekolah Kebangsaan Lumut,Jln Iskandar Shah,32200,Lumut,Luar Bandar,Kerajaan,128.0,14.0,Ada,Tiada,100.627343,4.230752,9.143
56,Perak,Ppd Manjung,Rendah,SK,ABA1023,Sekolah Kebangsaan Seri Pangkor,Jalan Pasir Bogak,32300,Pangkor,Luar Bandar,Kerajaan,459.0,42.0,Ada,Ada,100.572868,4.211426,10.929
57,Perak,Ppd Manjung,Rendah,SK,ABA1024,Sekolah Kebangsaan Telaga Nenas,Kg Telaga Nanas,32400,Ayer Tawar,Luar Bandar,Kerajaan,68.0,12.0,Ada,Tiada,100.6662925,4.324030229,5.667
58,Perak,Ppd Manjung,Rendah,SK,ABA1025,Sekolah Kebangsaan Kampung Baharu,Kampong Baharu (L),32400,Ayer Tawar,Luar Bandar,Kerajaan,106.0,13.0,Tiada,Tiada,100.6707639,4.293653037,8.154
59,Perak,Ppd Manjung,Rendah,SK,ABA1026,Sekolah Kebangsaan Kayan,Jalan Teluk Intan - Sitiawan,32030,Sitiawan,Luar Bandar,Kerajaan,108.0,18.0,Ada,Tiada,100.7979298,4.045690023,6.0
60,Perak,Ppd Manjung,Rendah,SK,ABA1027,Sekolah Kebangsaan Pangkalan Tldm,Pangkalan Tldm,32100,Lumut,Bandar,Kerajaan,1133.0,80.0,Ada,Tiada,100.617393,4.214277,14.162
61,Perak,Ppd Manjung,Rendah,SK,ABA1028,Sekolah Kebangsaan Seri Manjung,Bandar Baru Seri Manjung,32040,Seri Manjung,Bandar,Kerajaan,1530.0,112.0,Ada,Tiada,100.662883,4.188247,13.661
62,Perak,Ppd Manjung,Rendah,SK,ABA1029,Sekolah Kebangsaan Pantai Remis,Jalan Rumah Murah,34900,Pantai Remis,Bandar,Kerajaan,296.0,31.0,Ada,Tiada,100.6316939,4.450634824,9.548
63,Perak,Ppd Manjung,Rendah,SK,ABA1030,Sekolah Kebangsaan Gugusan Lekir,D/A Felcra Gugusan Lekir,32000,Sitiawan,Bandar,Kerajaan,116.0,20.0,Ada,Ada,100.756213,4.196446,5.8
64,Perak,Ppd Manjung,Rendah,SK,ABA1031,Sekolah Kebangsaan Pangkalan Tldm Ii,Pangkalan Tldm,32100,Lumut,Bandar,Kerajaan,740.0,65.0,Ada,Ada,100.619134,4.215815,11.385
65,Perak,Ppd Manjung,Rendah,SK,ABA1032,Sekolah Kebangsaan Kpg. Dato' Seri Kamaruddin,Kpg Dato' Seri Kamaruddin,32040,Seri Manjung,Bandar,Kerajaan,870.0,72.0,Ada,Ada,100.6499159,4.182197003,12.083
66,Perak,Ppd Manjung,Rendah,SK,ABA1033,Sekolah Kebangsaan Seri Sitiawan,Manjung Raya,32040,Seri Manjung,Bandar,Kerajaan,715.0,56.0,Ada,Ada,100.6570458,4.208274391,12.768
67,Perak,Ppd Manjung,Rendah,SK,ABA1034,Sekolah Kebangsaan Seri Bayu,Peti Surat 26 Kompleks Sekolah Wawasan Manjung,32040,Seri Manjung,Bandar,Kerajaan,937.0,81.0,Ada,Ada,100.652998,4.199762,11.568
68,Perak,Ppd Manjung,Rendah,SK,ABA1035,Sekolah Kebangsaan Seri Samudera,Manjung Raya,32040,Seri Manjung,Bandar,Kerajaan,619.0,43.0,Ada,Tiada,100.661125,4.208151,14.395
69,Perak,Ppd Kinta Utara,Rendah,SK,ABA2001,Sekolah Kebangsaan Sungai Raya,"Jln. Raja Dr. Nazrin Shah, Kampong Kepayang",31300,Kg. Kepayang,Bandar,Kerajaan,472.0,36.0,Ada,Tiada,101.1335844,4.519880705,13.111
70,Perak,Ppd Kinta Utara,Rendah,SK,ABA2002,Sekolah Kebangsaan Sungai Rapat,Jalan Raja Abdullah,31350,Ipoh,Bandar,Kerajaan,532.0,43.0,Ada,Tiada,101.108199,4.573474,12.372
71,Perak,Ppd Kinta Utara,Rendah,SK,ABA2003,Sekolah Kebangsaan Sungai Rokam,Jalan Kenanga,31350,Ipoh,Bandar,Kerajaan,771.0,78.0,Ada,Ada,101.114984,4.577717,9.885
72,Perak,Ppd Kinta Utara,Rendah,SK,ABA2004,Sekolah Kebangsaan Tambun,Jalan Ampang,31400,Ipoh,Bandar,Kerajaan,605.0,59.0,Ada,Ada,101.140922,4.60805,10.254
73,Perak,Ppd Kinta Utara,Rendah,SK,ABA2005,Sekolah Kebangsaan Tanjong Rambutan,Jalan Stesen,31250,Tanjong Rambutan,Bandar,Kerajaan,602.0,56.0,Ada,Tiada,101.1556185,4.666795524,10.75
74,Perak,Ppd Kinta Utara,Rendah,SK,ABA2006,Sekolah Kebangsaan Tasek,Jalan Sultan Azlan Shah Utara,31400,Ipoh,Bandar,Kerajaan,220.0,23.0,Ada,Tiada,101.1143016,4.638455769,9.565
75,Perak,Ppd Kinta Utara,Rendah,SK,ABA2007,Sekolah Kebangsaan Chepor,Jalan Jelapang,31200,Chemor,Bandar,Kerajaan,845.0,66.0,Ada,Ada,101.0863176,4.683860296,12.803
76,Perak,Ppd Kinta Utara,Rendah,SK,ABA2008,Sekolah Kebangsaan Haji Mahmud,Jalan Sekolah,31200,Chemor,Bandar,Kerajaan,859.0,67.0,Tiada,Tiada,101.1202054,4.720517799,12.821
77,Perak,Ppd Kinta Utara,Rendah,SK,ABA2009,Sekolah Kebangsaan Syed Idrus,Kuang,31200,Chemor,Luar Bandar,Kerajaan,195.0,27.0,Ada,Ada,101.1405666,4.769492539,7.222
78,Perak,Ppd Kinta Utara,Rendah,SK,ABA2010,Sekolah Kebangsaan Dato' Panglima Kinta,Jalan Tun Perak,30200,Ipoh,Bandar,Kerajaan,288.0,29.0,Ada,Tiada,101.069669,4.591497,9.931
79,Perak,Ppd Kinta Utara,Rendah,SK,ABA2011,Sekolah Kebangsaan Jalan Panglima Bukit Gantang,Jalan Panglima Bukit Gantang Wahab,30000,Ipoh,Bandar,Kerajaan,564.0,40.0,Ada,Tiada,101.079627,4.607156,14.1
80,Perak,Ppd Kinta Utara,Rendah,SK,ABA2012,Sekolah Kebangsaan Seri Kepayang,Fair Park,31400,Ipoh,Bandar,Kerajaan,189.0,29.0,Ada,Ada,101.0964641,4.60649572,6.517
81,Perak,Ppd Kinta Utara,Rendah,SK,ABA2014,Sekolah Kebangsaan Kampung Pasir Puteh,Taman Shatin,31650,Ipoh,Bandar,Kerajaan,799.0,58.0,Ada,Tiada,101.074761,4.562289613,13.776
82,Perak,Ppd Kinta Utara,Rendah,SK,ABA2015,Sekolah Kebangsaan Kuala Pari,Jalan Toh Puan Rahmah,31450,Menglembu,Bandar,Kerajaan,301.0,27.0,Ada,Tiada,101.0678129,4.57853477,11.148
83,Perak,Ppd Kinta Utara,Rendah,SK,ABA2016,Sekolah Kebangsaan Pengkalan Pegoh,"Jalan Simpang Pulai, Kg. Pengkalan Pegoh",31500,Lahat,Bandar,Kerajaan,951.0,71.0,Ada,Ada,101.0696308,4.531342109,13.394
84,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2017,Sekolah Kebangsaan Pengkalan Baharu,"Jalan Gopeng, Kg. Kepayang",31300,Kg. Kepayang,Bandar,Kerajaan,329.0,30.0,Ada,Tiada,101.1189996,4.492805503,10.967
85,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2030,Sekolah Kebangsaan Toh Indera Wangsa Ahmad,Jalan Sulaiman,31000,Batu Gajah,Bandar,Kerajaan,872.0,68.0,Ada,Tiada,101.040258,4.471507,12.824
86,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2031,Sekolah Kebangsaan Siputeh,Siputeh,31560,Siputeh,Bandar,Kerajaan,634.0,52.0,Ada,Ada,100.997639,4.467954,12.192
87,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2032,Sekolah Kebangsaan Tronoh,Jalan Bota Lama,31750,Tronoh,Bandar,Kerajaan,238.0,19.0,Ada,Tiada,100.986224,4.418751,12.526
88,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2033,Sekolah Kebangsaan Kg. Seri Rahmat,Jalan Changkat Larang,31500,Lahat,Bandar,Kerajaan,85.0,11.0,Tiada,Tiada,101.077179,4.50207,7.727
89,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2034,Sekolah Kebangsaan Tanjung Tualang,Batu 7,31000,Batu Gajah,Bandar,Kerajaan,101.0,17.0,Ada,Tiada,101.061239,4.368111,5.941
90,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2035,Sekolah Kebangsaan Ayer Papan,Kampung Ayer Papan,31800,Tanjong Tualang,Luar Bandar,Kerajaan,85.0,12.0,Ada,Tiada,101.053742,4.311469,7.083
91,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2036,Sekolah Kebangsaan Changkat Tin,Changkat Tin,31800,Tanjung Tualang,Luar Bandar,Kerajaan,126.0,21.0,Ada,Ada,101.052636,4.278091,6.0
92,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2038,Sekolah Kebangsaan Bakap,Jalan Tg. Tualang,31000,Batu Gajah,Bandar,Kerajaan,298.0,26.0,Ada,Tiada,101.044991,4.444662,11.462
93,Perak,Ppd Kinta Utara,Rendah,SK,ABA2039,Sekolah Kebangsaan Pasukan Polis Hutan,Jalan Pasukan Polis Hutan,31150,Ulu Kinta,Bandar,Kerajaan,748.0,67.0,Ada,Ada,101.1712708,4.655241326,11.164
94,Perak,Ppd Kinta Selatan,Rendah,SK,ABA2040,Sekolah Kebangsaan Ayer Denak,Tronoh,31750,Tronoh,Bandar,Kerajaan,93.0,11.0,Tiada,Tiada,101.013205,4.350163,8.455
95,Perak,Ppd Kinta Utara,Rendah,SK,ABA2041,Sekolah Kebangsaan Manjoi (Satu),"Jalan  Masjid, Kg. Manjoi",30020,Ipoh,Bandar,Kerajaan,433.0,40.0,Ada,Tiada,101.071705,4.618595,10.825
96,Perak,Ppd Kinta Utara,Rendah,SK,ABA2042,Sekolah Kebangsaan Guru Kalgidhar,"Jalan Guntong, Buntong",30100,Ipoh,Bandar,Bantuan Kerajaan,78.0,15.0,Tiada,Tiada,101.064374,4.592886,5.2
97,Perak,Ppd Kinta Utara,Rendah,SK,ABA2043,Sekolah Kebangsaan Manjoi (Dua),Jalan Masjid Kg. Manjoi,30020,Ipoh,Bandar,Kerajaan,333.0,37.0,Ada,Tiada,101.0720727,4.618859166,9.0
98,Perak,Ppd Kinta Utara,Rendah,SK KHAS,ABA2044,Sekolah Kebangsaan Pendidikan Khas Ipoh,"Jalan Kuala Kangsar, Anjung Tawas",31200,Chemor,Bandar,Kerajaan,42.0,34.0,Ada,Tiada,101.106157,4.655194743,1.235
99,Perak,Ppd Kinta Utara,Rendah,SK,ABA2045,Sekolah Kebangsaan Jelapang,Taman Meru,30020,Ipoh,Bandar,Kerajaan,1047.0,85.0,Ada,Tiada,101.068498,4.650460464,12.318
100,Perak,Ppd Kinta Utara,Rendah,SK,ABA2046,Sekolah Kebangsaan Dato' Ahmad Said Tambahan,Lebuh Rajawali,30020,Ipoh,Bandar,Kerajaan,635.0,50.0,Ada,Tiada,101.067524,4.627209,12.7
101,Perak,Ppd Kinta Utara,Rendah,SK,ABA2047,Sekolah Kebangsaan Pos Raya,Jalan Cameron Highlands,31300,Kg Kepayang,Luar Bandar,Kerajaan,252.0,24.0,Ada,Tiada,101.25402,4.574771,10.5
102,Perak,Ppd Kinta Utara,Rendah,SK,ABA2049,Sekolah Kebangsaan Seri Tanjung,Tanjung Rambutan,31250,Tanjong Rambutan,Bandar,Kerajaan,146.0,14.0,Tiada,Tiada,101.194428,4.693184,10.429
103,Perak,Ppd Kinta Utara,Rendah,SK,ABA2050,Sekolah Kebangsaan Seri Ampang,Jln Raja Musa Mahadi,31350,Ipoh,Bandar,Kerajaan,774.0,54.0,Ada,Tiada,101.126254,4.584,14.333
104,Perak,Ppd Kinta Utara,Rendah,SK,ABA2051,Sekolah Kebangsaan Jalan Pegoh,"Lrg. Pegoh 4, Tmn. Pengkalan Jaya",31650,Ipoh,Bandar,Kerajaan,871.0,62.0,Ada,Tiada,101.080888,4.554196,14.048
105,Perak,Ppd Kinta Utara,Rendah,SK,ABA2052,Sekolah Kebangsaan Seri Kelebang,Kg Seri Kelebang,31200,Chemor,Bandar,Kerajaan,858.0,60.0,Ada,Tiada,101.096706,4.656919,14.3
106,Perak,Ppd Kinta Utara,Rendah,SK,ABA2053,Sekolah Kebangsaan Perpaduan,Taman Perpaduan,31150,Ulu Kinta,Bandar,Kerajaan,798.0,62.0,Ada,Tiada,101.150659,4.635484,12.871
107,Perak,Ppd Kinta Utara,Rendah,SK,ABA2055,Sekolah Kebangsaan Raja Chulan,Desa Cempaka,31400,Ipoh,Bandar,Kerajaan,411.0,45.0,Ada,Ada,101.129539,4.590531,9.133
108,Perak,Ppd Kinta Utara,Rendah,SK,ABA2056,Sekolah Kebangsaan Taman Bersatu,Simpang Pulai,31300,Kg Kepayang,Bandar,Kerajaan,706.0,52.0,Ada,Tiada,101.121254,4.535151,13.577
109,Perak,Ppd Kinta Utara,Rendah,SK,ABA2057,Sekolah Kebangsaan Pengkalan,Taman Pinji Mewah,31500,Lahat,Bandar,Kerajaan,1070.0,75.0,Ada,Tiada,101.0858248,4.531900345,14.267
110,Perak,Ppd Kinta Utara,Rendah,SK,ABA2058,Sekolah Kebangsaan Jati,"Jalan Taman Jati 1, Taman Jati, Jelapang",30020,Ipoh,Bandar,Kerajaan,515.0,50.0,Ada,Tiada,101.074223,4.656033166,10.3
111,Perak,Ppd Kinta Utara,Rendah,SK,ABA2059,Sekolah Kebangsaan Bandar Baru Putera,Jalan Bercham,31400,Ipoh,Bandar,Kerajaan,772.0,54.0,Ada,Tiada,101.144648,4.662933,14.296
112,Perak,Ppd Kinta Utara,Rendah,SK,ABA2060,Sekolah Kebangsaan Silibin,"Persiaran Jelapang 13,Taman Silibin",30100,Ipoh,Bandar,Kerajaan,478.0,43.0,Ada,Tiada,101.051196,4.61821,11.116
113,Perak,Ppd Kinta Utara,Rendah,SK,ABA2061,Sekolah Kebangsaan Tasek Dermawan,"Kampung Tersusun Tasek, Bercham",31400,Ipoh,Bandar,Kerajaan,419.0,41.0,Ada,Tiada,101.1193229,4.639548355,10.22
114,Perak,Ppd Kinta Utara,Rendah,SK,ABA2062,Sekolah Kebangsaan Simpang Pulai,Jalan Besar Kg Merawan Indah,31300,Kg Kepayang,Bandar,Kerajaan,447.0,43.0,Ada,Ada,101.119495,4.519763,10.395
115,Perak,Ppd Kinta Utara,Rendah,SK,ABA2063,Sekolah Kebangsaan Rapat Jaya,Kg. Rapat Jaya Tambahan,31350,Ipoh,Bandar,Kerajaan,510.0,37.0,Ada,Tiada,101.090724,4.550161,13.784
116,Perak,Ppd Kinta Utara,Rendah,SK,ABA2064,Sekolah Kebangsaan Pinji,Persiaran Bunga Raya,31650,Ipoh,Bandar,Kerajaan,265.0,33.0,Ada,Ada,101.081198,4.565475523,8.03
